student_id,name,programme,year,gpa_sem1,gpa_sem2,gpa_sem3,attendance,lms_logins,facility_access,library_visits,after_hours_wifi,assignment_submissions,risk_label
N22697091L,Simbarashe Sibanda,BSc Computer Engineering,2,2.61,2.05,2.89,65.41,5.34,6.54,1.96,4.06,3.11,medium
N23989838L,Winny Makaza,BSc Data Science,3,2.98,3.81,2.71,90.32,12.47,9.03,5.14,1.09,4.83,low
N24811634L,Winny Mpofu,BSc Informatics,2,3.12,3.6,3.14,89.84,11.74,8.98,4.9,0.9,4.88,low
N20380859L,Learnmore Gwekwerere,BSc Computer Science,2,2.95,3.11,3.21,90.28,12.51,9.03,4.94,1.0,5.39,low
N23121817L,Tatenda Mushonga,BSc Software Engineering,4,3.93,2.86,3.85,90.14,12.05,9.01,5.01,0.97,5.41,low
N24818247L,Sharon Chimuti,BSc Business Computing,2,2.14,2.76,2.94,65.59,5.09,6.56,2.06,4.02,2.89,medium
N23973548L,Tinotenda Gwekwerere,BSc Information Systems,1,3.81,3.15,4.0,89.76,12.31,8.98,4.95,1.04,4.93,low
N23235367L,Michelle Chikwanda,BSc Information Systems,1,2.11,2.52,2.2,65.23,4.86,6.52,1.92,4.16,2.64,medium
N23418402L,Newton Chikwanda,BSc Informatics,1,3.05,3.27,3.0,90.01,11.7,9.0,4.99,1.04,4.93,low
N21283201L,Tariro Sibanda,BSc Computer Science,2,2.15,1.99,2.18,64.27,4.74,6.43,2.03,4.12,3.11,medium
N24334981L,Munashe Ngwenya,BSc Computer Engineering,1,3.78,3.69,3.13,89.32,11.85,8.93,4.97,1.01,4.76,low
N24380484L,Rutendo Mutizwa,BSc Computer Science,3,3.13,3.45,3.0,90.04,12.25,9.0,5.11,0.95,5.22,low
N23982478L,Farai Dube,BSc Computer Science,4,3.01,3.46,3.49,89.85,11.96,8.99,5.2,1.04,4.79,low
N20315363L,Gerald Mhlanga,BSc Data Science,1,3.78,3.06,4.0,90.09,12.03,9.01,5.11,1.01,4.75,low
N20261790L,Gerald Matsvimbo,BSc Information Systems,3,3.8,3.74,3.46,89.98,11.88,9.0,5.06,1.04,4.93,low
N20357232L,Winny Matsvimbo,BSc Data Science,1,2.31,1.98,1.72,30.28,2.01,3.03,0.0,7.73,1.0,high
N23478162L,Newton Ncube,BSc Information Technology,1,1.49,1.44,1.23,30.22,2.02,3.02,0.0,8.02,0.96,high
N23581037L,Tariro Nyathi,BSc Informatics,1,2.83,3.83,3.06,90.24,11.8,9.02,5.05,1.01,5.5,low
N24172961L,Tendai Matsvimbo,BSc Computer Engineering,3,3.29,3.03,3.51,90.24,11.57,9.02,4.69,1.0,4.7,low
N23896070L,Kudakwashe Ncube,BSc Informatics,3,4.0,3.48,3.67,90.23,12.01,9.02,5.1,0.96,4.8,low
N24410089L,Chenai Dlodlo,BSc Data Science,5,2.14,1.28,1.29,29.43,2.16,2.94,0.0,7.95,0.91,high
N22653429L,David Ncube,BSc Information Technology,2,2.02,1.34,2.21,30.23,1.96,3.02,0.0,7.85,0.83,high
N24783710L,Memory Nyathi,BSc Information Technology,1,3.1,3.23,3.94,90.2,12.26,9.02,5.09,1.03,5.23,low
N24450741L,Simbarashe Ncube,BSc Data Science,4,2.99,2.97,3.16,89.84,12.19,8.98,4.96,0.97,4.98,low
N22893820L,Tatenda Ndlovu,BSc Informatics,2,3.93,3.86,3.9,89.99,11.66,9.0,5.01,1.01,5.48,low
N22861800L,Learnmore Mutizwa,BSc Computer Science,2,2.99,2.26,2.09,64.48,5.03,6.45,2.12,3.92,3.0,medium
N24471692L,Farai Sibanda,BSc Computer Science,4,2.78,3.71,4.0,89.78,12.62,8.98,4.89,0.97,5.14,low
N22347565L,Prince Makaza,BSc Software Engineering,3,3.67,4.0,3.87,89.85,12.53,8.99,4.82,1.0,5.09,low
N24805097L,Rutendo Dlodlo,BSc Software Engineering,1,2.39,1.87,1.82,64.33,4.86,6.43,1.97,4.15,2.93,medium
N22576378L,Farai Ncube,BSc Information Technology,2,3.22,2.96,2.88,89.87,11.96,8.99,5.0,1.02,4.74,low
N21599387L,Blessing Matsiga,BSc Computer Science,1,3.39,4.0,3.86,89.93,11.52,8.99,4.94,1.0,4.99,low
N24916656L,Patricia Ngwenya,BSc Business Computing,2,2.82,2.52,2.63,65.83,4.92,6.58,2.09,4.23,2.9,medium
N23867260L,Chenai Mhlanga,BSc Information Systems,5,3.65,3.33,3.01,89.76,12.27,8.98,4.92,0.99,4.98,low
N24654844L,Farai Chikwanda,BSc Business Computing,2,3.76,3.69,3.37,89.56,11.95,8.96,4.94,1.0,4.68,low
N22224535L,Miriam Sithole,BSc Computer Science,3,2.95,4.0,3.38,89.57,11.91,8.96,4.95,0.95,4.94,low
N21223461L,Gerald Mushonga,BSc Computer Engineering,3,3.0,3.43,3.18,89.42,11.84,8.94,4.85,1.03,5.05,low
N21921866L,Precious Sithole,BSc Informatics,2,2.28,2.11,2.37,65.39,4.74,6.54,2.01,3.97,3.0,medium
N21958914L,Munashe Ndlovu,BSc Computer Science,2,3.91,3.26,3.75,90.5,11.91,9.05,4.95,1.0,4.98,low
N23700896L,Clever Makaza,BSc Business Computing,1,4.0,3.27,3.78,89.81,11.9,8.98,5.08,1.03,5.08,low
N24239260L,Munyaradzi Mutizwa,BSc Business Computing,3,4.0,3.28,3.62,90.17,12.55,9.02,5.03,0.9,4.98,low
N22193653L,David Chimuti,BSc Information Technology,3,3.07,2.95,3.58,90.08,11.79,9.01,4.92,1.06,4.98,low
N20803011L,Tanaka Ngwenya,BSc Computer Science,4,2.99,3.01,2.94,90.09,12.67,9.01,4.96,0.99,5.01,low
N22688297L,Shannon Mushayasa,BSc Computer Science,3,3.8,3.75,3.6,90.08,11.72,9.01,4.7,1.02,4.71,low
N20697944L,Tatenda Chikwanda,BSc Business Computing,3,2.28,1.32,1.68,30.89,2.02,3.09,0.0,7.85,1.01,high
N24288474L,Thandeka Ngwenya,BSc Software Engineering,1,3.29,2.68,3.13,90.04,12.19,9.0,4.99,0.97,4.96,low
N23188759L,Grace Chimuti,BSc Computer Engineering,3,1.79,2.16,1.86,30.06,1.83,3.01,0.0,8.12,0.9,high
N20456470L,Chenai Mhlanga,BSc Information Technology,1,3.1,3.63,3.8,89.73,12.18,8.97,5.04,1.06,4.73,low
N20220213L,Farai Mushayasa,BSc Information Systems,2,3.74,3.79,3.87,89.86,11.76,8.99,5.06,0.99,5.12,low
N21421697L,Chenai Mhlanga,BSc Informatics,1,2.37,2.19,2.39,64.94,5.0,6.49,2.01,3.98,3.17,medium
N20412501L,Simbarashe Dube,BSc Computer Engineering,2,3.54,2.98,3.55,89.39,12.03,8.94,5.07,1.06,4.89,low
N20154398L,Blessing Mpofu,BSc Software Engineering,4,2.53,2.66,1.97,64.97,4.93,6.5,2.02,4.04,3.01,medium
N20382368L,Kudakwashe Matsvimbo,BSc Business Computing,3,3.66,3.95,3.35,90.05,12.73,9.01,4.91,1.04,4.86,low
N21119527L,Admire Mushayasa,BSc Computer Science,1,1.95,2.44,2.84,65.36,4.93,6.54,2.05,4.06,2.73,medium
N22695848L,Chenai Matsiga,BSc Computer Science,3,3.03,2.85,3.1,90.07,11.81,9.01,5.09,0.97,5.23,low
N21491438L,Grace Mhlanga,BSc Software Engineering,2,2.87,3.74,3.12,89.96,12.42,9.0,4.98,0.99,4.89,low
N23143822L,Thandeka Matsiga,BSc Data Science,2,1.48,1.97,1.16,30.87,2.01,3.09,0.0,8.22,0.89,high
N23386578L,David Ngwenya,BSc Information Technology,1,3.14,4.0,3.81,90.15,11.64,9.01,5.04,0.94,4.79,low
N24394976L,Kudakwashe Mhlanga,BSc Computer Science,4,2.57,1.55,1.42,29.99,1.92,3.0,0.0,8.15,0.95,high
N21860294L,Bright Ngwenya,BSc Information Technology,2,2.84,2.18,2.85,65.03,4.84,6.5,1.96,3.93,3.12,medium
N22766023L,Rudo Matsiga,BSc Data Science,2,3.76,3.95,3.35,90.18,11.6,9.02,5.05,0.98,4.71,low
N23728635L,Tafadzwa Ndlovu,BSc Information Systems,5,1.85,1.61,1.88,30.0,1.94,3.0,0.0,7.88,1.02,high
N20805383L,Tatenda Sithole,BSc Business Computing,1,4.0,4.0,3.64,90.11,11.62,9.01,4.93,0.94,4.96,low
N20664814L,Thandeka Matsiga,BSc Computer Science,2,3.93,3.89,3.92,90.04,11.82,9.0,5.09,1.03,4.44,low
N22505537L,Michelle Ndlovu,BSc Computer Science,4,3.23,3.36,3.69,90.4,11.94,9.04,5.03,0.93,4.83,low
N21879243L,Tashinga Ngwenya,BSc Computer Engineering,4,2.79,3.78,3.87,90.07,11.68,9.01,4.91,1.0,5.2,low
N21345637L,Winny Nyathi,BSc Informatics,4,3.74,3.77,3.65,90.14,12.16,9.01,4.8,1.04,4.86,low
N21107482L,Tariro Dlodlo,BSc Computer Science,4,3.65,2.76,3.42,90.1,11.78,9.01,5.03,0.99,4.78,low
N24303182L,Prince Chimuti,BSc Information Systems,3,4.0,3.13,3.62,90.18,11.26,9.02,4.87,1.02,4.84,low
N22697586L,Newton Mutizwa,BSc Data Science,1,3.84,3.5,3.86,90.16,11.5,9.02,5.01,1.0,5.24,low
N24744304L,Rudo Mushayasa,BSc Business Computing,3,3.26,3.03,3.72,89.9,11.5,8.99,5.04,1.0,5.31,low
N20995336L,Sharon Sithole,BSc Information Technology,2,1.67,1.86,1.89,29.44,1.96,2.94,0.0,8.01,1.07,high
N22642383L,Kudakwashe Mpofu,BSc Informatics,3,2.68,2.81,2.33,65.64,4.99,6.56,1.99,4.07,2.83,medium
N20510893L,Blessing Matsvimbo,BSc Computer Science,2,3.3,3.05,3.36,89.93,11.81,8.99,5.04,0.99,4.81,low
N21823044L,Chenai Moyo,BSc Software Engineering,4,2.93,3.12,4.0,89.98,12.31,9.0,5.01,0.95,4.74,low
N20129226L,Munashe Sithole,BSc Informatics,2,3.52,3.76,3.47,89.89,11.69,8.99,4.93,0.99,4.46,low
N22359159L,Farai Gwekwerere,BSc Software Engineering,3,3.46,3.22,3.59,90.13,11.26,9.01,4.99,1.05,5.04,low
N24932685L,Fungai Moyo,BSc Business Computing,4,3.21,3.21,2.89,90.25,11.92,9.03,5.07,1.07,4.86,low
N20163634L,Nomvula Dlodlo,BSc Computer Engineering,3,2.42,2.27,1.48,28.83,2.16,2.88,0.0,8.11,0.95,high
N20941363L,Memory Sibanda,BSc Data Science,3,2.49,2.04,2.76,64.67,4.94,6.47,1.92,4.05,2.84,medium
N20686424L,Kudakwashe Mushonga,BSc Information Technology,2,2.51,2.63,2.62,64.97,4.92,6.5,1.9,4.08,2.72,medium
N24925727L,David Ndlovu,BSc Business Computing,3,3.01,3.11,2.87,90.29,11.98,9.03,5.09,1.02,4.86,low
N24206197L,Sharon Ndlovu,BSc Business Computing,3,2.46,2.79,2.56,64.28,5.44,6.43,2.14,4.09,2.64,medium
N20724086L,Takudzwa Makaza,BSc Software Engineering,3,3.55,3.52,3.4,90.23,12.58,9.02,5.05,1.09,5.08,low
N22541457L,Winny Chimuti,BSc Business Computing,1,3.85,3.31,3.65,89.58,12.16,8.96,5.07,1.05,4.45,low
N21426806L,Prince Sithole,BSc Computer Engineering,1,3.71,3.5,2.97,89.96,12.01,9.0,4.98,1.02,4.96,low
N21592331L,Nothando Chimuti,BSc Computer Engineering,4,3.12,3.73,2.82,89.9,11.58,8.99,4.98,0.97,5.1,low
N21160101L,Fungai Mutizwa,BSc Informatics,5,2.9,3.0,4.0,90.19,12.29,9.02,5.15,0.93,4.82,low
N21923408L,Takudzwa Matsvimbo,BSc Software Engineering,1,3.35,3.48,3.31,90.14,12.2,9.01,5.18,1.05,5.12,low
N24826048L,Sharon Makaza,BSc Computer Engineering,3,3.82,3.62,3.25,90.23,12.26,9.02,5.16,0.91,5.05,low
N23927527L,Kudakwashe Gwekwerere,BSc Software Engineering,2,3.73,3.18,3.63,90.25,11.97,9.03,5.11,0.99,5.15,low
N23754227L,Tariro Mpofu,BSc Business Computing,3,3.3,3.84,3.51,90.01,11.88,9.0,5.03,0.95,4.93,low
N23315289L,Simbarashe Mhlanga,BSc Informatics,5,3.75,3.79,2.85,89.82,13.27,8.98,5.04,1.08,5.05,low
N20249319L,Clever Matsiga,BSc Software Engineering,1,2.66,3.13,3.69,89.85,11.29,8.98,5.16,1.06,5.24,low
N20308795L,Blessing Mushonga,BSc Information Systems,4,3.03,3.05,4.0,90.5,11.26,9.05,4.88,0.96,5.01,low
N24357912L,Tatenda Chikwanda,BSc Informatics,1,2.78,2.31,2.36,65.22,5.04,6.52,2.06,3.99,2.92,medium
N21497329L,Farai Matsvimbo,BSc Software Engineering,1,3.58,4.0,3.82,89.83,11.85,8.98,5.14,1.09,4.98,low
N21652522L,Miriam Sithole,BSc Computer Science,1,2.17,2.16,1.22,30.05,2.11,3.0,0.0,8.11,1.07,high
N21300992L,Bright Dlodlo,BSc Computer Engineering,4,3.24,3.96,3.65,89.91,12.22,8.99,5.1,1.01,4.71,low
N20900149L,Miriam Makaza,BSc Software Engineering,2,2.92,2.57,2.33,64.79,5.23,6.48,2.06,4.08,3.1,medium
N21155846L,Admire Ncube,BSc Business Computing,1,1.93,1.98,2.12,29.02,2.06,2.9,0.0,8.12,0.97,high
N24168024L,Tatenda Mutizwa,BSc Information Technology,1,3.15,3.28,4.0,90.23,12.3,9.02,4.83,1.0,4.82,low
N23644098L,Memory Mhlanga,BSc Computer Engineering,3,3.37,3.31,3.86,89.84,12.27,8.98,4.85,0.98,4.78,low
N23596771L,Admire Makaza,BSc Information Technology,2,3.22,3.71,3.59,89.75,11.42,8.97,5.03,1.01,5.03,low
N21330189L,Tariro Matsiga,BSc Software Engineering,3,2.84,2.43,2.03,65.04,5.3,6.5,1.95,4.18,2.94,medium
N24264845L,Tinotenda Ngwenya,BSc Computer Science,2,3.14,4.0,3.71,90.03,12.66,9.0,5.02,0.97,4.57,low
N22341358L,Prince Sibanda,BSc Business Computing,1,4.0,3.5,2.89,89.59,12.62,8.96,4.88,1.02,5.2,low
N23528818L,Gerald Gwekwerere,BSc Computer Engineering,2,3.58,3.85,3.67,89.72,12.23,8.97,5.08,1.05,4.75,low
N22776703L,Takudzwa Nyathi,BSc Computer Science,1,2.8,2.32,2.66,65.13,5.01,6.51,1.93,4.02,3.42,medium
N20924047L,Rudo Mpofu,BSc Computer Science,2,2.99,2.85,2.62,65.59,4.9,6.56,1.97,4.11,3.04,medium
N22306198L,Sharon Ngwenya,BSc Data Science,2,3.46,3.69,3.87,90.45,11.82,9.04,5.01,1.06,4.83,low
N21839919L,Miriam Ncube,BSc Data Science,3,3.73,4.0,3.86,90.05,11.77,9.0,5.01,0.98,5.17,low
N23525468L,Precious Ndlovu,BSc Business Computing,1,3.52,3.89,3.15,89.78,12.03,8.98,5.04,1.0,5.09,low
N23338633L,Fungai Chikwanda,BSc Business Computing,5,2.12,1.24,2.11,29.21,1.65,2.92,0.0,8.13,0.91,high
N23857607L,Memory Matsvimbo,BSc Computer Science,3,1.84,2.03,1.44,29.87,1.91,2.99,0.0,8.07,0.96,high
N23319765L,Memory Matsiga,BSc Informatics,1,3.56,2.97,4.0,89.92,11.96,8.99,4.89,0.95,4.75,low
N20624078L,Gerald Matsvimbo,BSc Software Engineering,3,3.72,3.25,3.13,90.06,12.23,9.01,5.12,0.96,4.7,low
N24414192L,Tafadzwa Makaza,BSc Informatics,3,3.46,3.51,2.97,90.12,11.93,9.01,4.78,1.03,4.61,low
N22695791L,David Chimuti,BSc Information Technology,1,2.99,3.31,3.13,89.62,12.47,8.96,4.97,1.05,4.57,low
N24505205L,Blessing Gwekwerere,BSc Computer Science,1,3.6,3.04,3.32,89.54,12.09,8.95,5.2,0.98,4.81,low
N22197770L,Michelle Dube,BSc Information Systems,5,3.05,3.56,3.69,89.95,11.77,9.0,5.01,1.03,4.96,low
N21308665L,Takudzwa Dlodlo,BSc Data Science,3,3.02,2.94,3.35,89.91,12.06,8.99,4.89,1.02,4.68,low
N23160244L,Tinotenda Mutizwa,BSc Informatics,1,4.0,3.06,3.38,90.11,12.15,9.01,4.98,0.97,5.29,low
N21216123L,Munyaradzi Mushayasa,BSc Information Technology,4,3.92,3.7,3.66,89.95,12.09,8.99,5.17,1.0,5.14,low
N21236243L,Tariro Mushonga,BSc Information Technology,1,4.0,3.18,3.63,90.12,12.26,9.01,4.93,0.99,4.8,low
N24425387L,Prince Chikwanda,BSc Business Computing,3,1.65,1.86,1.64,28.91,2.05,2.89,0.0,8.08,0.99,high
N20964637L,Simbarashe Chimuti,BSc Software Engineering,1,3.16,3.92,3.75,89.79,12.04,8.98,4.9,1.02,5.08,low
N23585171L,Precious Sibanda,BSc Computer Science,4,3.16,3.46,3.67,89.95,12.76,8.99,4.88,0.98,5.16,low
N22510087L,David Mhlanga,BSc Information Technology,4,2.94,3.18,3.94,90.26,11.69,9.03,4.99,1.04,4.86,low
N23503350L,Michelle Makaza,BSc Computer Science,4,3.14,3.01,3.44,89.95,11.85,9.0,4.78,1.0,4.98,low
N21387075L,Bright Mushonga,BSc Computer Science,4,2.93,2.8,3.76,90.05,12.16,9.0,5.08,0.96,4.77,low
N23531256L,Bright Dube,BSc Computer Engineering,3,2.58,2.26,1.78,64.81,5.1,6.48,2.02,4.19,2.91,medium
N22530016L,Memory Mhlanga,BSc Data Science,1,3.41,3.24,2.78,89.67,12.04,8.97,4.99,1.01,4.78,low
N23499670L,Tafadzwa Dlodlo,BSc Software Engineering,1,2.08,2.27,2.71,65.17,4.82,6.52,2.0,3.9,3.01,medium
N21443000L,Tanaka Gwekwerere,BSc Business Computing,1,3.5,3.76,3.92,90.06,12.34,9.01,4.75,0.93,5.15,low
N23247068L,Munashe Ngwenya,BSc Information Systems,2,3.28,3.96,3.33,89.78,11.89,8.98,4.89,1.0,5.19,low
N22230182L,Bright Dlodlo,BSc Information Systems,1,2.64,3.79,3.35,89.89,12.44,8.99,4.94,0.98,5.21,low
N21562063L,Tinotenda Mhlanga,BSc Software Engineering,3,2.58,3.1,1.93,64.4,4.64,6.44,2.03,3.93,2.95,medium
N23830587L,Nomvula Mutizwa,BSc Computer Science,4,2.86,2.87,2.4,65.05,5.3,6.5,1.94,3.94,2.89,medium
N20151028L,Simbarashe Chikwanda,BSc Software Engineering,2,2.31,2.27,2.3,30.34,2.09,3.03,0.0,7.94,0.96,high
N23129301L,Tashinga Matsvimbo,BSc Software Engineering,1,3.7,3.25,2.96,89.47,11.96,8.95,5.21,0.97,4.98,low
N20935635L,Michelle Mhlanga,BSc Informatics,1,3.7,3.39,3.75,89.89,12.53,8.99,4.94,0.94,5.21,low
N24757233L,Blessing Chimuti,BSc Software Engineering,1,2.22,2.03,2.49,64.8,5.27,6.48,1.97,3.96,2.61,medium
N21324164L,Farai Nyathi,BSc Computer Engineering,2,3.99,3.88,3.62,89.77,12.36,8.98,5.03,1.03,4.8,low
N23323103L,Tanaka Mpofu,BSc Computer Science,2,3.3,3.58,2.98,90.01,12.07,9.0,5.01,0.95,4.98,low
N20170601L,Tariro Sithole,BSc Data Science,1,2.4,2.12,1.12,29.44,2.17,2.94,0.0,7.97,1.08,high
N24929696L,Precious Mhlanga,BSc Data Science,2,2.36,1.87,1.6,30.31,1.99,3.03,0.0,7.86,0.99,high
N23810830L,Rutendo Matsvimbo,BSc Information Systems,3,3.25,3.78,3.37,89.73,12.01,8.97,4.99,1.03,4.93,low
N23170793L,Tafadzwa Ndlovu,BSc Business Computing,4,3.24,3.32,4.0,90.4,12.25,9.04,5.0,0.96,4.97,low
N24838857L,Tashinga Mpofu,BSc Informatics,3,3.45,3.45,3.15,90.01,12.16,9.0,5.11,1.01,4.92,low
N23894029L,Newton Chimuti,BSc Computer Science,4,2.58,2.02,1.82,30.06,2.22,3.01,0.0,8.04,1.03,high
N21494000L,Blessing Sibanda,BSc Software Engineering,2,2.74,3.85,3.68,89.92,11.9,8.99,5.15,1.06,5.0,low
N22240789L,Rudo Matsvimbo,BSc Informatics,3,2.8,3.3,4.0,89.97,12.0,9.0,5.05,1.02,5.02,low
N22887009L,Thandeka Mpofu,BSc Computer Engineering,5,2.65,3.42,3.0,90.07,11.99,9.01,4.95,1.05,4.78,low
N21940383L,Newton Chimuti,BSc Information Technology,1,3.45,3.6,3.5,89.62,12.07,8.96,4.97,0.97,4.79,low
N20615524L,Tendai Chikwanda,BSc Informatics,1,3.04,3.0,3.55,89.64,11.58,8.96,5.03,0.95,4.91,low
N20282112L,Prince Mushayasa,BSc Software Engineering,1,3.41,3.58,3.59,89.89,11.35,8.99,4.94,0.93,5.17,low
N22272132L,Tariro Mpofu,BSc Information Technology,1,3.75,2.99,2.79,89.82,11.54,8.98,5.01,1.03,5.04,low
N23766478L,Blessing Ngwenya,BSc Business Computing,1,3.64,3.41,3.41,90.0,11.73,9.0,4.99,0.97,5.34,low
N21593578L,Tanaka Sithole,BSc Information Technology,5,1.78,2.39,1.44,29.38,1.83,2.94,0.0,7.89,1.15,high
N20898940L,Patricia Sithole,BSc Computer Science,4,3.9,4.0,3.56,89.6,11.69,8.96,4.98,0.92,5.5,low
N21679707L,Michelle Ngwenya,BSc Information Technology,4,2.51,2.87,2.69,65.2,4.82,6.52,2.07,3.98,2.66,medium
N24604201L,Takudzwa Matsvimbo,BSc Information Systems,2,2.97,2.91,3.72,89.71,12.15,8.97,4.92,1.09,4.92,low
N20113457L,Tatenda Nyathi,BSc Business Computing,1,3.03,3.02,3.12,89.99,12.14,9.0,4.89,1.03,4.93,low
N22502692L,Munashe Mushonga,BSc Computer Science,2,3.71,3.18,4.0,90.08,12.32,9.01,5.01,0.96,5.38,low
N23693083L,Michelle Chikwanda,BSc Information Technology,1,4.0,4.0,3.77,89.72,12.08,8.97,5.2,1.03,5.25,low
N22634363L,Winny Nyathi,BSc Informatics,3,2.67,2.4,2.85,65.25,4.58,6.52,2.1,3.98,2.96,medium
N21600931L,Nomvula Nyathi,BSc Informatics,4,3.69,3.48,2.91,90.12,12.4,9.01,4.99,1.01,5.25,low
N23814149L,Munyaradzi Ngwenya,BSc Software Engineering,3,3.35,2.8,3.37,90.22,11.54,9.02,4.99,1.0,5.15,low
N20222400L,Tendai Dlodlo,BSc Information Technology,5,3.78,3.48,3.15,89.84,12.17,8.98,4.84,1.0,4.88,low
N21543489L,Tatenda Sithole,BSc Data Science,5,3.04,3.16,3.76,90.14,12.1,9.01,5.15,0.98,5.14,low
N23714549L,Nothando Sithole,BSc Computer Science,2,3.67,3.74,3.17,89.98,11.75,9.0,4.93,0.97,4.91,low
N21382089L,Tariro Dlodlo,BSc Data Science,3,3.74,3.31,3.67,90.25,11.93,9.02,5.09,0.97,4.92,low
N20173234L,Learnmore Mutizwa,BSc Information Technology,1,3.82,2.94,3.3,90.09,12.01,9.01,5.01,0.98,4.89,low
N22295454L,Munyaradzi Chikwanda,BSc Business Computing,3,3.36,3.86,3.4,89.76,12.17,8.98,5.0,0.97,5.3,low
N21294655L,Blessing Sibanda,BSc Information Systems,4,2.43,2.01,2.77,64.98,5.08,6.5,2.05,3.95,2.84,medium
N23562139L,Miriam Dube,BSc Information Systems,1,3.02,3.23,3.75,90.01,12.31,9.0,5.02,0.95,4.94,low
N20458772L,Tashinga Makaza,BSc Software Engineering,1,3.08,3.36,3.58,90.21,12.07,9.02,5.02,1.07,5.02,low
N20379005L,Tashinga Makaza,BSc Informatics,3,3.29,3.5,3.66,89.89,12.61,8.99,5.08,0.96,5.1,low
N24645337L,Admire Gwekwerere,BSc Business Computing,2,2.01,2.58,2.12,65.04,4.78,6.5,2.03,3.83,2.81,medium
N22430536L,Newton Nyathi,BSc Information Technology,3,3.63,3.92,3.94,89.83,11.38,8.98,5.09,1.05,4.93,low
N22945435L,Farai Ndlovu,BSc Business Computing,1,2.93,3.06,3.3,89.69,12.17,8.97,5.03,1.03,5.11,low
N21126927L,Miriam Dube,BSc Data Science,2,3.58,2.75,3.93,89.52,12.27,8.95,5.02,0.98,5.17,low
N23748388L,Munashe Mutizwa,BSc Information Technology,3,2.01,1.62,2.22,29.48,1.91,2.95,0.0,7.89,1.02,high
N22117438L,Tinotenda Sibanda,BSc Computer Engineering,1,2.26,2.48,2.61,64.56,4.93,6.46,1.89,4.05,2.89,medium
N24932527L,Takudzwa Nyathi,BSc Information Technology,1,2.93,2.85,3.5,90.32,12.05,9.03,5.07,0.97,4.99,low
N20869946L,Simbarashe Mushonga,BSc Software Engineering,4,2.74,2.55,2.56,65.11,5.14,6.51,2.04,4.05,2.76,medium
N24133287L,Rutendo Gwekwerere,BSc Computer Science,4,2.62,2.59,2.45,65.02,4.71,6.5,2.01,3.88,3.02,medium
N23276216L,Memory Dube,BSc Business Computing,3,2.42,1.84,1.6,30.82,2.22,3.08,0.0,7.86,0.95,high
N20210592L,Learnmore Ndlovu,BSc Information Systems,1,3.93,3.23,3.1,89.91,11.82,8.99,4.95,0.94,4.79,low
N22331081L,Admire Gwekwerere,BSc Computer Science,2,4.0,3.31,3.63,90.21,12.26,9.02,4.99,0.9,5.21,low
N23194835L,Sharon Mpofu,BSc Computer Science,4,2.23,1.71,1.84,30.41,1.83,3.04,0.0,8.03,1.04,high
N23785684L,Grace Sithole,BSc Software Engineering,2,3.5,3.64,4.0,90.08,12.0,9.01,4.9,1.07,4.69,low
N20456765L,Prince Chikwanda,BSc Computer Science,1,2.31,2.19,2.0,65.04,4.93,6.5,2.01,3.98,3.2,medium
N23704941L,Tashinga Mushonga,BSc Informatics,1,3.77,3.1,3.84,90.19,11.98,9.02,5.09,0.92,4.8,low
N23435169L,Gerald Ncube,BSc Software Engineering,1,3.34,2.94,3.3,89.64,12.43,8.96,4.99,1.02,5.32,low
N22251729L,Nothando Mpofu,BSc Business Computing,1,2.88,2.36,2.51,65.74,4.9,6.57,1.99,4.04,3.09,medium
N20727971L,Tafadzwa Mushonga,BSc Computer Science,1,2.72,3.9,3.23,90.22,11.61,9.02,4.99,1.04,4.91,low
N21619071L,Nothando Dlodlo,BSc Informatics,4,2.99,3.29,4.0,89.95,11.78,8.99,5.02,0.96,4.6,low
N21989265L,Fungai Sibanda,BSc Information Systems,2,3.42,2.87,3.23,90.28,12.33,9.03,5.14,0.97,4.93,low
N21122613L,Bright Dlodlo,BSc Computer Engineering,3,3.86,2.67,3.55,89.95,11.8,9.0,4.9,1.0,5.18,low
N23510059L,Takudzwa Mutizwa,BSc Data Science,2,3.76,3.65,3.13,89.92,11.49,8.99,5.09,1.0,4.93,low
N24512900L,Shannon Ncube,BSc Computer Engineering,4,3.79,2.85,3.15,89.99,11.44,9.0,4.92,1.0,4.86,low
N22579757L,Michelle Makaza,BSc Information Systems,3,3.85,3.02,3.7,90.45,11.84,9.04,5.12,1.0,4.91,low
N21328732L,Tariro Ndlovu,BSc Computer Engineering,2,2.88,3.73,3.03,89.74,11.8,8.97,4.97,1.05,4.83,low
N21494847L,Chenai Mhlanga,BSc Informatics,3,3.67,3.1,3.42,89.92,12.26,8.99,4.97,0.91,5.14,low
N20223047L,Tariro Matsvimbo,BSc Information Technology,5,2.11,2.69,1.99,65.08,5.07,6.51,1.96,4.11,2.74,medium
N20224573L,Newton Dlodlo,BSc Business Computing,3,3.59,2.96,3.27,90.3,12.07,9.03,4.96,0.97,5.53,low
N23913537L,Takudzwa Matsiga,BSc Information Technology,3,2.42,2.31,3.04,65.07,5.32,6.51,1.91,4.0,3.16,medium
N20222292L,Takudzwa Dube,BSc Business Computing,3,2.08,3.1,2.05,64.8,4.94,6.48,2.0,3.87,2.97,medium
N24700815L,Prince Gwekwerere,BSc Data Science,4,2.71,2.43,2.41,64.64,5.22,6.46,2.05,4.03,2.6,medium
N23607711L,Chenai Mushonga,BSc Information Systems,1,3.16,2.69,2.98,90.15,12.48,9.01,4.97,0.95,5.31,low
